,Applicant,Applicant country,Region,Category,Patent Count,Total Citations,Percentage of Total Patents,Average Citation Count,Degree Centrality,Betweenness Centrality,First Year,Last Year,2023 Classification,Duration (Years),Mean Patents/Year
1193,Novik Amit,Israel,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,0.018163471241170535,0.0,2023.0,2023.0,Newcomer,1.0,1.0
1194,Novocure Gmbh,Germany,Europe,Commercial,3.0,0.0,0.0903886712865321,0.0,,,2020.0,2022.0,Terminator,3.0,1.0
1195,Novovotler Ltd Responsibility Company,Iran,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2019.0,2019.0,Transient,1.0,1.0
1196,Noxopharm Ltd,Australia,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
1197,Nucana Plc,United Kingdom,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2023.0,2023.0,Newcomer,1.0,1.0
1198,Nykode Therapeutics Asa,Norway,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
1199,Obi Pharma Inc.,United States,North America,Commercial,2.0,0.0,0.06025911419102139,0.0,0.0010090817356205853,0.0,2021.0,2021.0,Transient,1.0,2.0
1200,Ogd2 Pharma,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0020181634712411706,0.0,2022.0,2022.0,Transient,1.0,1.0
1201,Ohga Manabu,,,Individual,1.0,1.0,0.030129557095510694,1.0,,,2001.0,2001.0,Transient,1.0,1.0
1202,Ohio State Innovation Foundation,United States,North America,Academic,3.0,1.0,0.0903886712865321,0.3333333333333333,0.0010090817356205853,0.0,2018.0,2023.0,Continuant,6.0,0.5
1203,Oishi Jun,,,Individual,1.0,0.0,0.030129557095510694,0.0,0.0020181634712411706,0.0,2017.0,2017.0,Transient,1.0,1.0
1204,Okuno Tetsuji,,,Individual,1.0,0.0,0.030129557095510694,0.0,,,2017.0,2017.0,Transient,1.0,1.0
1205,Olaf Christensen,,,Individual,,,,,,,,,Olaf Christensen,,
1206,Olatec Therapeutics Llc,United States,North America,Commercial,2.0,3.0,0.06025911419102139,1.5,,,2019.0,2020.0,Terminator,2.0,1.0
1207,Olive Daniel,,,Individual,1.0,47.0,0.030129557095510694,47.0,0.004036326942482341,0.0,2008.0,2008.0,Transient,1.0,1.0
1208,Olivia Newton John Cancer Research Institute,Australia,Europe,Academic,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
1209,Olozmi Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2021.0,2021.0,Transient,1.0,1.0
1210,Omniseq Inc.,United States,North America,Commercial,2.0,0.0,0.06025911419102139,0.0,,,2019.0,2022.0,Terminator,4.0,0.5
1211,Oncimmune Deutschland Gmbh,Germany,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
1212,Oncimmune Germany Gmbh,Germany,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2018.0,2018.0,Transient,1.0,1.0
1213,Oncoc4 Inc.,United States,North America,Commercial,3.0,0.0,0.0903886712865321,0.0,0.0010090817356205853,0.0,2019.0,2022.0,Terminator,4.0,0.75
1214,Oncocross Co. Ltd.,South Korea,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2023.0,2023.0,Newcomer,1.0,1.0
1215,Oncocyte Corp.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2023.0,2023.0,Newcomer,1.0,1.0
1216,Oncoimmune Inc.,United States,North America,Commercial,2.0,0.0,0.06025911419102139,0.0,0.0020181634712411706,2.0385489608496674e-06,2017.0,2019.0,Terminator,3.0,0.6666666666666666
1217,Oncologica Uk Ltd,United Kingdom,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
1218,Onconova Therapeutics Inc.,United States,North America,Commercial,2.0,0.0,0.06025911419102139,0.0,,,2022.0,2023.0,Continuant,2.0,1.0
1219,Oncopep Inc.,United States,North America,Commercial,3.0,0.0,0.0903886712865321,0.0,,,2017.0,2018.0,Terminator,2.0,1.5
1220,Oncoquest Inc.,United States,North America,Commercial,1.0,14.0,0.030129557095510694,14.0,,,2015.0,2015.0,Transient,1.0,1.0
1221,Oncoresponse Inc,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
1222,Oncos Therapeutics Oy,Finland,Europe,Commercial,,,,,,,,,Oncos Therapeutics Oy,,
1223,Oncosec Medical Inc.,United States,North America,Commercial,3.0,5.0,0.0903886712865321,1.6666666666666667,0.0010090817356205853,0.0,2016.0,2021.0,Terminator,6.0,0.5
1224,Oncotracker Inc,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2019.0,2019.0,Transient,1.0,1.0
1225,Oncour Pharma Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2019.0,2019.0,Transient,1.0,1.0
1226,Oncxerna Therapeutics Inc,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2018.0,2018.0,Transient,1.0,1.0
1227,"Onkosxcel Therapeutics, Llc",United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
1228,Ono Pharmaceutical Co.,Japan,Asia,Commercial,20.0,104.0,0.6025911419102139,5.2,0.016145307769929364,0.06121966384327644,2003.0,2022.0,Terminator,20.0,1.0
1229,Onxeo,France,Europe,Commercial,1.0,2.0,0.030129557095510694,2.0,,,2017.0,2017.0,Transient,1.0,1.0
1230,Open Monoclonal Tech Inc.,United States,North America,Commercial,2.0,95.0,0.06025911419102139,47.5,0.0010090817356205853,0.0,2015.0,2016.0,Terminator,2.0,1.0
1231,Ophir Eran,,,Individual,1.0,0.0,0.030129557095510694,0.0,0.018163471241170535,0.0,2023.0,2023.0,Newcomer,1.0,1.0
1232,Oral Arsinur,,,Individual,1.0,2.0,0.030129557095510694,2.0,,,2018.0,2018.0,Transient,1.0,1.0
1233,Origene Tech Inc.,United States,North America,Commercial,1.0,6.0,0.030129557095510694,6.0,0.0010090817356205853,0.0,2016.0,2016.0,Transient,1.0,1.0
1234,Origimed Tech Shanghai Co. Ltd.,China,Asia,Commercial,10.0,44.0,0.30129557095510695,4.4,0.0010090817356205853,0.0,2019.0,2021.0,Terminator,3.0,3.3333333333333335
1235,Origincell Therapeutics Co Ltd,Taiwan,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2018.0,2018.0,Transient,1.0,1.0
1236,Osaka University,Japan,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2022.0,2022.0,Transient,1.0,1.0
1237,Ose Immunotherapeutics,France,Europe,Commercial,5.0,4.0,0.15064778547755348,0.8,,,2017.0,2020.0,Terminator,4.0,1.25
1238,Ospedale San Raffaele Srl,Italy,Europe,Commercial,1.0,1.0,0.030129557095510694,1.0,0.0010090817356205853,0.0,2018.0,2018.0,Transient,1.0,1.0
1239,"Ota, Takayo",,,Individual,1.0,3.0,0.030129557095510694,3.0,,,2019.0,2019.0,Transient,1.0,1.0
1240,Oxford Biotherapeutics Ltd.,United Kingdom,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
1241,Palleon Pharmaceuticals Inc.,United States,North America,Commercial,3.0,0.0,0.0903886712865321,0.0,,,2020.0,2022.0,Terminator,3.0,1.0
1242,Palm Gene Co. Ltd.,South Korea,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
1243,Palobiofarma Sl,Spain,Europe,Commercial,2.0,0.0,0.06025911419102139,0.0,0.0010090817356205853,0.0,2016.0,2019.0,Terminator,4.0,0.5
1244,Pamgene Bv,Netherlands,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
1245,Pan Yihui,,,Individual,1.0,0.0,0.030129557095510694,0.0,0.0020181634712411706,0.0,2021.0,2021.0,Transient,1.0,1.0
1246,Pan Zhongzong,,,Individual,,,,,,,,,Pan Zhongzong,,
1247,Pandion Operations Inc.,United States,North America,Commercial,1.0,3.0,0.030129557095510694,3.0,,,2021.0,2021.0,Transient,1.0,1.0
1248,Partner Therapeutics Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
1249,Paz Alberto,,,Individual,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
1250,Pci Biotech As,Norway,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2016.0,2016.0,Transient,1.0,1.0
1251,Pd-1 Acquisition Group Llc,United States,North America,Commercial,1.0,1.0,0.030129557095510694,1.0,,,2019.0,2019.0,Transient,1.0,1.0
1252,Pdx Pharmaceuticals Inc.,United States,North America,Commercial,1.0,1.0,0.030129557095510694,1.0,0.0010090817356205853,0.0,2021.0,2021.0,Transient,1.0,1.0
1253,Peking Union Medical College Hospital,China,Asia,Academic,7.0,8.0,0.21090689966857487,1.1428571428571428,0.0010090817356205853,0.0,2016.0,2023.0,Continuant,8.0,0.875
1254,Peking University Cancer Hospital,China,Asia,Academic,2.0,0.0,0.06025911419102139,0.0,0.0020181634712411706,1.2231293765098004e-05,2022.0,2022.0,Transient,1.0,2.0
1255,Peking University First Hospital,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2023.0,2023.0,Newcomer,1.0,1.0
1256,Peking University People'S Hospital,China,Asia,Academic,1.0,1.0,0.030129557095510694,1.0,,,2020.0,2020.0,Transient,1.0,1.0
1257,Peking University Third Hospital Peking University Third Clinical Medical College,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2023.0,2023.0,Newcomer,1.0,1.0
1258,Pelican Therapeutics Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
1259,Peng Hui,,,Individual,1.0,0.0,0.030129557095510694,0.0,0.005045408678102927,0.0,2023.0,2023.0,Newcomer,1.0,1.0
1260,Penn State Research Foundation,United States,North America,Academic,1.0,0.0,0.030129557095510694,0.0,,,2019.0,2019.0,Transient,1.0,1.0
1261,Peptinov Sas,France,Europe,Commercial,1.0,1.0,0.030129557095510694,1.0,0.0010090817356205853,0.0,2019.0,2019.0,Transient,1.0,1.0
1262,Perpinial Michal,,,Individual,1.0,0.0,0.030129557095510694,0.0,0.018163471241170535,0.0,2023.0,2023.0,Newcomer,1.0,1.0
1263,Persephone Biosciences Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
1264,Personal Genome Diagnostics Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2019.0,2019.0,Transient,1.0,1.0
1265,Persongen Biotherapeutics Suzhou Co Ltd,China,Asia,Commercial,2.0,3.0,0.06025911419102139,1.5,,,2018.0,2022.0,Terminator,5.0,0.4
1266,Peter Maccallum Cancer Institute,Australia,Europe,Academic,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2021.0,2021.0,Transient,1.0,1.0
1267,Peters Malte,,,Individual,1.0,22.0,0.030129557095510694,22.0,0.0020181634712411706,0.0,2015.0,2015.0,Transient,1.0,1.0
1268,"Petruzzelli, Lilli",,,Individual,1.0,15.0,0.030129557095510694,15.0,0.016145307769929364,0.0,2018.0,2018.0,Transient,1.0,1.0
1269,Pf Medicament,France,Europe,Commercial,1.0,1.0,0.030129557095510694,1.0,,,2017.0,2017.0,Transient,1.0,1.0
1270,Pfizer,United States,North America,Commercial,20.0,17.0,0.6025911419102139,0.85,0.017154389505549948,0.03848491643648051,2010.0,2022.0,Terminator,13.0,1.5384615384615385
1271,"Pfizer Inc, Pfizer Products Inc",United States,North America,Commercial,1.0,40.0,0.030129557095510694,40.0,,,2006.0,2006.0,Transient,1.0,1.0
1272,Pfizer Inc.,United States,North America,Commercial,,,,,,,,,Pfizer Inc.,,
1273,Pfizer Productions Inc.,United States,North America,Commercial,5.0,306.0,0.15064778547755348,61.2,0.0010090817356205853,0.0,2002.0,2014.0,Terminator,13.0,0.38461538461538464
1274,Phaim Pharma Ltd,Israel,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2013.0,2013.0,Transient,1.0,1.0
1275,Pharma Mar Sa,Spain,Europe,Commercial,3.0,0.0,0.0903886712865321,0.0,,,2020.0,2022.0,Terminator,3.0,1.0
1276,Pharmabcine Inc.,South Korea,Asia,Commercial,2.0,2.0,0.06025911419102139,1.0,,,2017.0,2018.0,Terminator,2.0,1.0
1277,Pharmacia & Upjohn Company Llc,United States,North America,Commercial,2.0,0.0,0.06025911419102139,0.0,0.006054490413723511,0.0,2006.0,2012.0,Terminator,7.0,0.2857142857142857
1278,Pharmacyclics Llc,United States,North America,Commercial,4.0,31.0,0.12051822838204278,7.75,0.0020181634712411706,0.0008296894270658147,2016.0,2020.0,Terminator,5.0,0.8
1279,Pharmassist Ltd,United Kingdom,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
1280,Philogen Spa,Italy,Europe,Commercial,1.0,8.0,0.030129557095510694,8.0,,,2019.0,2019.0,Transient,1.0,1.0
1281,Pieris Pharmaceuticals Gmbh,Germany,Europe,Commercial,1.0,1.0,0.030129557095510694,1.0,,,2019.0,2019.0,Transient,1.0,1.0
1282,Pierre Et Marie Curie University (Paris 6),France,Europe,Academic,1.0,2.0,0.030129557095510694,2.0,0.005045408678102927,0.0,2017.0,2017.0,Transient,1.0,1.0
1283,Pionyr Immunotherapies Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2023.0,2023.0,Newcomer,1.0,1.0
1284,Plus Vitech S L,Spain,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2019.0,2019.0,Transient,1.0,1.0
1285,Podack Eckhard R,,,Individual,1.0,17.0,0.030129557095510694,17.0,0.0010090817356205853,0.0,2015.0,2015.0,Transient,1.0,1.0
1286,Polaris Pharmaceuticals Inc.,United States,North America,Commercial,1.0,12.0,0.030129557095510694,12.0,,,2017.0,2017.0,Transient,1.0,1.0
1287,Polepally Akshanth R,,,Individual,1.0,0.0,0.030129557095510694,0.0,0.004036326942482341,0.0,2023.0,2023.0,Newcomer,1.0,1.0
1288,Polynoma Llc,United States,North America,Commercial,1.0,14.0,0.030129557095510694,14.0,,,2016.0,2016.0,Transient,1.0,1.0
1289,Postbiotica S R L,Italy,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2023.0,2023.0,Newcomer,1.0,1.0
1290,Postech Research & Business Development Foundation,South Korea,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2022.0,2022.0,Transient,1.0,1.0
1291,Precigen Inc,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
1292,"Press, Neil John",,,Individual,1.0,15.0,0.030129557095510694,15.0,0.016145307769929364,0.0,2018.0,2018.0,Transient,1.0,1.0
1293,Prey Based Biomedicine Suzhou Co. Ltd.,China,Asia,Commercial,2.0,1.0,0.06025911419102139,0.5,0.0020181634712411706,0.0,2022.0,2022.0,Transient,1.0,2.0
1294,Prey Standard Science And Tech Beijing Limited Company,China,Asia,Commercial,2.0,1.0,0.06025911419102139,0.5,0.0020181634712411706,0.0,2022.0,2022.0,Transient,1.0,2.0
1295,Primius Biotechnology Pearl Ha Co. Ltd.,South Korea,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
1296,Prism Pharma Co. Ltd.,Japan,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2016.0,2016.0,Transient,1.0,1.0
1297,Procarim Ltd,Israel,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
1298,Professional Dietetics Spa,Italy,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
1299,Progastrine Et Cancers S.A.R.L.,France,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2018.0,2018.0,Transient,1.0,1.0
1300,Progen Pg500 Series Pty Ltd.,Australia,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2017.0,2017.0,Transient,1.0,1.0
1301,Prolynx Llc,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2019.0,2019.0,Transient,1.0,1.0
1302,Promab Biotechnologies Inc.,United States,North America,Commercial,2.0,4.0,0.06025911419102139,2.0,0.0010090817356205853,0.0,2020.0,2021.0,Terminator,2.0,1.0
1303,Prosise Winifred W,,,Individual,1.0,4.0,0.030129557095510694,4.0,0.006054490413723511,0.0,2016.0,2016.0,Transient,1.0,1.0
1304,Provectus Pharmaceuticals Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2018.0,2018.0,Transient,1.0,1.0
1305,Providence Health & Services Oregon,United States,North America,Academic,3.0,9.0,0.0903886712865321,3.0,0.0020181634712411706,0.0008296894270658146,2016.0,2022.0,Terminator,7.0,0.42857142857142855
1306,Proximagen Ltd.,United Kingdom,Europe,Commercial,1.0,8.0,0.030129557095510694,8.0,,,2017.0,2017.0,Transient,1.0,1.0
1307,"Public University Corporation, Yokohama City University",Japan,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,0.0030272452068617556,0.0,2023.0,2023.0,Newcomer,1.0,1.0
1308,Pukyong National University Industry-Academic Cooperation Foundation,South Korea,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,0.0030272452068617556,0.0,2020.0,2020.0,Transient,1.0,1.0
1309,Pumisi Biotechnology Zhuhai Co. Ltd.,China,Asia,Commercial,6.0,7.0,0.1807773425730642,1.1666666666666667,,,2019.0,2022.0,Terminator,4.0,1.5
1310,Puretech Lyt Inc.,United States,North America,Commercial,3.0,1.0,0.0903886712865321,0.3333333333333333,0.0010090817356205853,0.0,2020.0,2022.0,Terminator,3.0,1.0
1311,Qbiotics Pty Ltd.,Australia,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2018.0,2018.0,Transient,1.0,1.0
1312,Qianjing Bio Tech Co. Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
1313,"Qilu Hospital, Shandong University",China,Asia,Academic,1.0,2.0,0.030129557095510694,2.0,,,2018.0,2018.0,Transient,1.0,1.0
1314,Qingdao Eastsea Pharmaceutical Co. Ltd.,China,Asia,Commercial,2.0,9.0,0.06025911419102139,4.5,,,2019.0,2019.0,Transient,1.0,2.0
1315,Qinyuan Biopharmaceutical Technology (Shanghai) Co. Ltd.,China,Asia,Commercial,1.0,1.0,0.030129557095510694,1.0,,,2019.0,2019.0,Transient,1.0,1.0
1316,Qlsf Biotherapeutics Inc,United States,North America,Commercial,,,,,,,,,Qlsf Biotherapeutics Inc,,
1317,Qure Biotechnology Shanghai Co. Ltd.,China,Asia,Commercial,3.0,4.0,0.0903886712865321,1.3333333333333333,,,2021.0,2022.0,Terminator,2.0,1.5
1318,Qurebio Ltd.,South Korea,Asia,Commercial,1.0,4.0,0.030129557095510694,4.0,,,2020.0,2020.0,Transient,1.0,1.0
1319,Qurebio Shanghai Co Ltd,China,Asia,Commercial,1.0,4.0,0.030129557095510694,4.0,,,2021.0,2021.0,Transient,1.0,1.0
1320,R Pharm Overseas Inc.,Russia,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2018.0,2018.0,Transient,1.0,1.0
1321,R-Tech Ueno Ltd,Japan,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2016.0,2016.0,Transient,1.0,1.0
1322,Race Oncology Ltd.,Australia,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2023.0,2023.0,Newcomer,1.0,1.0
1323,Rajagopal Sridharan,,,Individual,1.0,1.0,0.030129557095510694,1.0,0.0010090817356205853,0.0,2022.0,2022.0,Transient,1.0,1.0
1324,Rakuten Medical Inc.,United States,North America,Commercial,3.0,0.0,0.0903886712865321,0.0,,,2020.0,2023.0,Continuant,4.0,0.75
1325,Ramana Kota,,,Individual,1.0,1.0,0.030129557095510694,1.0,0.0020181634712411706,0.0,2019.0,2019.0,Transient,1.0,1.0
1326,Rampart Health Llc,United States,North America,Commercial,2.0,0.0,0.06025911419102139,0.0,,,2020.0,2022.0,Terminator,3.0,0.6666666666666666
1327,Randox Laboratories Ltd.,United Kingdom,Europe,Commercial,3.0,0.0,0.0903886712865321,0.0,0.0010090817356205853,0.0,2021.0,2023.0,Continuant,3.0,1.0
1328,Rappaport Family Institute For Research In The Medical Sciences,Israel,Asia,Academic,2.0,6.0,0.06025911419102139,3.0,,,2018.0,2019.0,Terminator,2.0,1.0
1329,Readett David Robert John,,,Individual,1.0,12.0,0.030129557095510694,12.0,0.006054490413723511,0.0,2011.0,2011.0,Transient,1.0,1.0
1330,Regen Biopharma Inc,United States,North America,Commercial,1.0,1.0,0.030129557095510694,1.0,,,2017.0,2017.0,Transient,1.0,1.0
1331,Regeneron Pharmaceuticals Inc.,United States,North America,Commercial,32.0,67.0,0.9641458270563422,2.09375,0.006054490413723511,0.0016573403051707797,2014.0,2023.0,Continuant,10.0,3.2
1332,Reichert Paul,,,Individual,1.0,4.0,0.030129557095510694,4.0,0.006054490413723511,0.0,2016.0,2016.0,Transient,1.0,1.0
1333,Remd Biotherapeutics Inc.,United States,North America,Commercial,2.0,0.0,0.06025911419102139,0.0,,,2018.0,2022.0,Terminator,5.0,0.4
1334,Remegen Co. Ltd.,China,Asia,Commercial,2.0,0.0,0.06025911419102139,0.0,,,2020.0,2022.0,Terminator,3.0,0.6666666666666666
1335,Renascience Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
1336,"Renji Hospital, Shanghai Jiaotong University School Of Medicine",China,Asia,Academic,5.0,2.0,0.15064778547755348,0.4,,,2017.0,2023.0,Continuant,7.0,0.7142857142857143
1337,Repertoire Genesis Inc.,United States,North America,Commercial,2.0,0.0,0.06025911419102139,0.0,0.0010090817356205853,0.0,2018.0,2018.0,Transient,1.0,2.0
1338,Replimune Ltd.,United Kingdom,Europe,Commercial,3.0,1.0,0.0903886712865321,0.3333333333333333,,,2017.0,2019.0,Terminator,3.0,1.0
1339,Requimte Rede De Quim E De Tecnologia Associacao,Portugal,Europe,Academic,1.0,0.0,0.030129557095510694,0.0,0.0020181634712411706,0.0,2022.0,2022.0,Transient,1.0,1.0
1340,"Research & Business Foundation, Sungkyunkwan University",South Korea,Asia,Academic,7.0,0.0,0.21090689966857487,0.0,,,2020.0,2022.0,Terminator,3.0,2.3333333333333335
1341,Revimmune Inc.,United States,North America,Commercial,1.0,86.0,0.030129557095510694,86.0,0.0030272452068617556,0.0,2014.0,2014.0,Transient,1.0,1.0
1342,Rfemb Holdings Llc,Russia,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2017.0,2017.0,Transient,1.0,1.0
1343,Rhizen Pharmaceuticals Sa,Switzerland,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0020181634712411706,0.0,2017.0,2017.0,Transient,1.0,1.0
1344,Rhode Island Hospital,United States,North America,Academic,1.0,0.0,0.030129557095510694,0.0,,,2019.0,2019.0,Transient,1.0,1.0
1345,"Richie, Nicole",,,Individual,1.0,10.0,0.030129557095510694,10.0,0.0030272452068617556,0.0,2016.0,2016.0,Transient,1.0,1.0
