,Inventor,Patent Count,Total Citations,Percentage of Total Patents,Average Citation Count,Degree Centrality,Betweenness Centrality,First Year,Last Year,2023 Classification,Duration (Years),Mean Patents/Year
4871,Malhi Vikram,1.0,0.0,0.03013863773357444,0.0,0.0008809602466688691,0.0,2022.0,2022.0,Transient,1.0,1.0
4872,Mali Venkat Reddy,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2019.0,2019.0,Transient,1.0,1.0
4873,Malik Rajesh,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2022.0,2022.0,Transient,1.0,1.0
4874,Malkova Natalia,2.0,0.0,0.06027727546714888,0.0,0.0015416804316705209,8.820186690717552e-09,2018.0,2019.0,Terminator,2.0,1.0
4875,Mallet William,3.0,0.0,0.09041591320072333,0.0,0.0013214403700033037,1.940441071957861e-07,2021.0,2021.0,Transient,1.0,3.0
4876,Mallon Patrick J,1.0,14.0,0.03013863773357444,14.0,,,2016.0,2016.0,Transient,1.0,1.0
4877,Mami-Chouaib Fathia,1.0,2.0,0.03013863773357444,2.0,0.00022024006166721728,0.0,2019.0,2019.0,Transient,1.0,1.0
4878,Man Kyu Shim,2.0,1.0,0.06027727546714888,0.5,0.0006607201850016519,3.234068453263102e-08,2020.0,2021.0,Terminator,2.0,1.0
4879,Mandal Mili,2.0,9.0,0.06027727546714888,4.5,0.0011012003083360864,0.001801117402991287,2017.0,2020.0,Terminator,4.0,0.5
4880,Mandel Ilana,1.0,0.0,0.03013863773357444,0.0,0.0008809602466688691,0.0,2023.0,2023.0,Newcomer,1.0,1.0
4881,Mandel-Brehm Caleigh,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2021.0,2021.0,Transient,1.0,1.0
4882,Mandelbrot Didier,1.0,94.0,0.03013863773357444,94.0,0.00033036009250082593,0.0,2006.0,2006.0,Transient,1.0,1.0
4883,Mandl Stefanie,2.0,18.0,0.06027727546714888,9.0,0.00044048012333443455,8.085171133157756e-09,2015.0,2021.0,Terminator,7.0,0.2857142857142857
4884,Mandlekar Sandhya Vinayak,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2021.0,2021.0,Transient,1.0,1.0
4885,Mandola Michael V,1.0,1.0,0.03013863773357444,1.0,0.0005506001541680432,0.0,2019.0,2019.0,Transient,1.0,1.0
4886,Manel Nicolas,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2022.0,2022.0,Transient,1.0,1.0
4887,Manenti Luigi,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2017.0,2017.0,Transient,1.0,1.0
4888,Mangukiya Hitesh Bhagavanbhai,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2021.0,2021.0,Transient,1.0,1.0
4889,Mani Aruna,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2019.0,2019.0,Transient,1.0,1.0
4890,Maniar Rohan,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2021.0,2021.0,Transient,1.0,1.0
4891,Mankoo Parminder,2.0,0.0,0.06027727546714888,0.0,0.0015416804316705209,8.820186690717552e-09,2018.0,2019.0,Terminator,2.0,1.0
4892,Manley Brandon J,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2021.0,2021.0,Transient,1.0,1.0
4893,Manley Thomas,1.0,0.0,0.03013863773357444,0.0,,,2020.0,2020.0,Transient,1.0,1.0
4894,Mansfield Aaron S,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2022.0,2022.0,Transient,1.0,1.0
4895,Manstein Dieter,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2022.0,2022.0,Transient,1.0,1.0
4896,Manting Erik Hans,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2023.0,2023.0,Newcomer,1.0,1.0
4897,Mantri Ramakrishna V,1.0,0.0,0.03013863773357444,0.0,0.001211320339169695,0.0,2021.0,2021.0,Transient,1.0,1.0
4898,Mantri Rao Venkatramana,1.0,0.0,0.03013863773357444,0.0,0.001211320339169695,0.0,2021.0,2021.0,Transient,1.0,1.0
4899,Manuarii Manuel,3.0,13.0,0.09041591320072333,4.333333333333333,0.00044048012333443455,0.0,2014.0,2015.0,Terminator,2.0,1.5
4900,Manzke Oliver,2.0,0.0,0.06027727546714888,0.0,0.00044048012333443455,1.091498102976297e-07,2018.0,2019.0,Terminator,2.0,1.0
4901,Mao Beibei,2.0,1.0,0.06027727546714888,0.5,0.0017619204933377382,0.0008505849796173068,2021.0,2021.0,Transient,1.0,2.0
4902,Mao Dengxuan,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2022.0,2022.0,Transient,1.0,1.0
4903,Mao Jiarong,1.0,12.0,0.03013863773357444,12.0,0.001211320339169695,0.0,2018.0,2018.0,Transient,1.0,1.0
4904,Mao Jinzhu,1.0,1.0,0.03013863773357444,1.0,0.00022024006166721728,0.0,2023.0,2023.0,Newcomer,1.0,1.0
4905,Mao Lili,1.0,0.0,0.03013863773357444,0.0,0.0013214403700033037,0.0,2020.0,2020.0,Transient,1.0,1.0
4906,Mao Renfang,2.0,5.0,0.06027727546714888,2.5,0.00044048012333443455,2.4255513399473267e-08,2019.0,2022.0,Terminator,4.0,0.5
4907,Mao Siyuan,1.0,1.0,0.03013863773357444,1.0,0.00011012003083360864,0.0,2019.0,2019.0,Transient,1.0,1.0
4908,Mao Xianhai,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2022.0,2022.0,Transient,1.0,1.0
4909,Mao Zhipeng,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2022.0,2022.0,Transient,1.0,1.0
4910,Marao,1.0,0.0,0.03013863773357444,0.0,0.0009910802775024777,0.0,2023.0,2023.0,Newcomer,1.0,1.0
4911,Marasco Wayne A,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2013.0,2013.0,Transient,1.0,1.0
4912,Marathi Upendra K,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2021.0,2021.0,Transient,1.0,1.0
4913,Marc Van Dijk,3.0,0.0,0.09041591320072333,0.0,0.0013214403700033037,3.5950135931362165e-08,2016.0,2021.0,Terminator,6.0,0.5
4914,Marchand Jean-Baptiste,4.0,1.0,0.12055455093429776,0.25,0.0014315604008369124,1.1157536163757703e-06,2019.0,2023.0,Continuant,5.0,0.8
4915,Marette André,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2021.0,2021.0,Transient,1.0,1.0
4916,Marghoub Taha,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2019.0,2019.0,Transient,1.0,1.0
4917,Mariani Maurizio,2.0,5.0,0.06027727546714888,2.5,0.0008809602466688691,0.0,2019.0,2019.0,Transient,1.0,2.0
4918,Mariani Maurizio F,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2022.0,2022.0,Transient,1.0,1.0
4919,Mariano Machado Robson Jose,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2021.0,2021.0,Transient,1.0,1.0
4920,Mariathasan Sanjeev,5.0,16.0,0.1506931886678722,3.2,0.002863120801673825,4.605818800642479e-05,2014.0,2021.0,Terminator,8.0,0.625
4921,Marikanty Ravi Kumar,1.0,0.0,0.03013863773357444,0.0,0.0017619204933377382,0.0,2022.0,2022.0,Transient,1.0,1.0
4922,Marillier Reece Gerrad,2.0,0.0,0.06027727546714888,0.0,0.0007708402158352604,0.0,2019.0,2020.0,Terminator,2.0,1.0
4923,Marina Neyssa,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2019.0,2019.0,Transient,1.0,1.0
4924,Mark Alles,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2021.0,2021.0,Transient,1.0,1.0
4925,Mark Cartwright,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2017.0,2017.0,Transient,1.0,1.0
4926,Mark J. Selby,10.0,80.0,0.3013863773357444,8.0,0.006607201850016518,0.005336300387043201,2006.0,2021.0,Terminator,16.0,0.625
4927,Mark S Dennis,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2019.0,2019.0,Transient,1.0,1.0
4928,Mark Wright,2.0,0.0,0.06027727546714888,0.0,0.0008809602466688691,0.0,2021.0,2021.0,Transient,1.0,2.0
4929,Markensohn Julia,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2022.0,2022.0,Transient,1.0,1.0
4930,Markert Christoph,1.0,0.0,0.03013863773357444,0.0,0.0008809602466688691,0.0,2022.0,2022.0,Transient,1.0,1.0
4931,Markovic Svetomir N,3.0,9.0,0.09041591320072333,3.0,0.00044048012333443455,7.560443526615816e-05,2014.0,2017.0,Terminator,4.0,0.75
4932,Markowski Mark Christopher,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2022.0,2022.0,Transient,1.0,1.0
4933,Markuly Norbert,1.0,1.0,0.03013863773357444,1.0,0.00033036009250082593,0.0,2021.0,2021.0,Transient,1.0,1.0
4934,Markus Renschler,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2021.0,2021.0,Transient,1.0,1.0
4935,Marlon Rebelatto,4.0,9.0,0.12055455093429776,2.25,0.0038542010791763025,0.0020792724566637893,2014.0,2018.0,Terminator,5.0,0.8
4936,Marnellos Georgios,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2019.0,2019.0,Transient,1.0,1.0
4937,Marra Emanuele,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2020.0,2020.0,Transient,1.0,1.0
4938,Marron Thomas,2.0,0.0,0.06027727546714888,0.0,0.0005506001541680432,0.0,2022.0,2022.0,Transient,1.0,2.0
4939,Marroquin Belaunzaran Osiris,4.0,0.0,0.12055455093429776,0.0,0.00044048012333443455,2.4255513399473267e-08,2017.0,2022.0,Terminator,6.0,0.6666666666666666
4940,Marschner Jens-Peter,2.0,6.0,0.06027727546714888,3.0,0.0007708402158352604,6.548988617857782e-07,2015.0,2017.0,Terminator,3.0,0.6666666666666666
4941,Marshall Margaret,1.0,0.0,0.03013863773357444,0.0,0.0008809602466688691,0.0,2017.0,2017.0,Transient,1.0,1.0
4942,Marshall Margaret Ann,1.0,1.0,0.03013863773357444,1.0,0.00011012003083360864,0.0,2010.0,2010.0,Transient,1.0,1.0
4943,Marshall Shannon,1.0,48.0,0.03013863773357444,48.0,0.00022024006166721728,0.0,2014.0,2014.0,Transient,1.0,1.0
4944,Marshan Zhan-Batist,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2015.0,2015.0,Transient,1.0,1.0
4945,Marsico Giovanni,1.0,2.0,0.03013863773357444,2.0,0.00033036009250082593,0.0,2019.0,2019.0,Transient,1.0,1.0
4946,Marszalek Joseph,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2019.0,2019.0,Transient,1.0,1.0
4947,Martens Gerhard,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2020.0,2020.0,Transient,1.0,1.0
4948,Martensson Linda,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2019.0,2019.0,Transient,1.0,1.0
4949,Martignoni Marcella,1.0,0.0,0.03013863773357444,0.0,0.0011012003083360864,0.0,2016.0,2016.0,Transient,1.0,1.0
4950,Martin Anthony,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2017.0,2017.0,Transient,1.0,1.0
4951,Martin Guillaume,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2022.0,2022.0,Transient,1.0,1.0
4952,Martin J Corbett,1.0,0.0,0.03013863773357444,0.0,0.0023125206475057814,0.0,2017.0,2017.0,Transient,1.0,1.0
4953,Martin John D,2.0,0.0,0.06027727546714888,0.0,0.0005506001541680432,0.0,2021.0,2022.0,Terminator,2.0,1.0
4954,Martin Molly,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2022.0,2022.0,Transient,1.0,1.0
4955,Martin Philip Lloyd,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2021.0,2021.0,Transient,1.0,1.0
4956,Martin Timothy,3.0,15.0,0.09041591320072333,5.0,0.0014315604008369124,7.276654019841981e-09,2020.0,2021.0,Terminator,2.0,1.5
4957,Martinez Alicia Hurtado,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2018.0,2018.0,Transient,1.0,1.0
4958,Martinez Eduardo J,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2017.0,2017.0,Transient,1.0,1.0
4959,Martinez Rodriguez Pablo,1.0,1.0,0.03013863773357444,1.0,0.0006607201850016519,0.0,2020.0,2020.0,Transient,1.0,1.0
4960,Martinoli Chiara,2.0,0.0,0.06027727546714888,0.0,0.0007708402158352604,0.0,2019.0,2020.0,Terminator,2.0,1.0
4961,Martyn Glen,2.0,0.0,0.06027727546714888,0.0,0.00044048012333443455,2.4255513399473267e-08,2019.0,2021.0,Terminator,3.0,0.6666666666666666
4962,Martínez Climent José Angel,1.0,1.0,0.03013863773357444,1.0,0.0006607201850016519,0.0,2019.0,2019.0,Transient,1.0,1.0
4963,Mary Caroline,4.0,4.0,0.12055455093429776,1.0,0.0006607201850016519,4.042585566578877e-08,2019.0,2020.0,Terminator,2.0,2.0
4964,Marzabadi Mohammad,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2020.0,2020.0,Transient,1.0,1.0
4965,Mashima Yukihiko,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2016.0,2016.0,Transient,1.0,1.0
4966,Mason Jacqueline M,3.0,0.0,0.09041591320072333,0.0,0.0005506001541680432,4.8511026798946535e-08,2017.0,2021.0,Terminator,5.0,0.6
4967,Masuda Esteban,1.0,22.0,0.03013863773357444,22.0,0.00011012003083360864,0.0,2016.0,2016.0,Transient,1.0,1.0
4968,Mataraza Jennifer,1.0,15.0,0.03013863773357444,15.0,0.0016518004625041295,0.0,2018.0,2018.0,Transient,1.0,1.0
4969,Mataraza Jennifer Marie,4.0,79.0,0.12055455093429776,19.75,0.0011012003083360864,2.675511755684476e-06,2015.0,2022.0,Terminator,8.0,0.5
4970,Matečić Mušanić Sanja,1.0,10.0,0.03013863773357444,10.0,0.00011012003083360864,0.0,2021.0,2021.0,Transient,1.0,1.0
4971,Mather Omar,5.0,0.0,0.1506931886678722,0.0,0.0009910802775024777,2.0212927832894386e-08,2022.0,2022.0,Transient,1.0,5.0
4972,Mathew Rebecca,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2019.0,2019.0,Transient,1.0,1.0
4973,Mathias Melissa,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2021.0,2021.0,Transient,1.0,1.0
4974,Mathijssen Adrianus Henricus Josephus,1.0,2.0,0.03013863773357444,2.0,0.00011012003083360864,0.0,2017.0,2017.0,Transient,1.0,1.0
4975,Matoba Akira,1.0,2.0,0.03013863773357444,2.0,0.0008809602466688691,0.0,2016.0,2016.0,Transient,1.0,1.0
4976,Matoba Ryo,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2021.0,2021.0,Transient,1.0,1.0
4977,Matozaki Takashi,1.0,7.0,0.03013863773357444,7.0,0.00011012003083360864,0.0,2017.0,2017.0,Transient,1.0,1.0
4978,Matsuda Kazuko,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2022.0,2022.0,Transient,1.0,1.0
4979,Matsuda Yutaka,5.0,0.0,0.1506931886678722,0.0,0.0015416804316705209,1.6632352045353101e-07,2019.0,2022.0,Terminator,4.0,1.25
4980,Matsui Ayuko,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2020.0,2020.0,Transient,1.0,1.0
4981,Matsui Junji,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2016.0,2016.0,Transient,1.0,1.0
4982,Matsui Yatsu Ayaka,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2023.0,2023.0,Newcomer,1.0,1.0
4983,Matsumoto Daichi,1.0,1.0,0.03013863773357444,1.0,0.00022024006166721728,0.0,2020.0,2020.0,Transient,1.0,1.0
4984,Matsumoto Misako,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2017.0,2017.0,Transient,1.0,1.0
4985,Matsumoto Mitsunobu,1.0,0.0,0.03013863773357444,0.0,0.001211320339169695,0.0,2018.0,2018.0,Transient,1.0,1.0
4986,Matsumoto Seiji,2.0,0.0,0.06027727546714888,0.0,0.00011012003083360864,0.0,2018.0,2018.0,Transient,1.0,2.0
4987,Matsumoto Takeshi,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2023.0,2023.0,Newcomer,1.0,1.0
4988,Matsuo Norikazu,1.0,0.0,0.03013863773357444,0.0,0.0009910802775024777,0.0,2022.0,2022.0,Transient,1.0,1.0
4989,Matsuoka Kazuaki,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2020.0,2020.0,Transient,1.0,1.0
4990,Matsushima Kouji,2.0,5.0,0.06027727546714888,2.5,0.00044048012333443455,0.0,2015.0,2015.0,Transient,1.0,2.0
4991,Matsushima Tsunaharu,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2020.0,2020.0,Transient,1.0,1.0
4992,Matsuzaki Juntaro,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2018.0,2018.0,Transient,1.0,1.0
4993,Mattsson Andreas Holm,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2022.0,2022.0,Transient,1.0,1.0
4994,Matushanitski Igor,1.0,0.0,0.03013863773357444,0.0,0.0011012003083360864,0.0,2021.0,2021.0,Transient,1.0,1.0
4995,Matushansky Igor,1.0,0.0,0.03013863773357444,0.0,0.0011012003083360864,0.0,2021.0,2021.0,Transient,1.0,1.0
4996,Maude Shannon,1.0,0.0,0.03013863773357444,0.0,0.0013214403700033037,0.0,2017.0,2017.0,Transient,1.0,1.0
4997,Mauro David,1.0,1.0,0.03013863773357444,1.0,0.00044048012333443455,0.0,2019.0,2019.0,Transient,1.0,1.0
4998,Mauze Smita,1.0,0.0,0.03013863773357444,0.0,0.0008809602466688691,0.0,2020.0,2020.0,Transient,1.0,1.0
4999,May Jr Kenneth,1.0,27.0,0.03013863773357444,27.0,0.00033036009250082593,0.0,2005.0,2005.0,Transient,1.0,1.0
5000,May Rena,2.0,48.0,0.06027727546714888,24.0,0.00044048012333443455,2.910661607936792e-07,2014.0,2021.0,Terminator,8.0,0.25
5001,Mayer Christina Lourdes,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2019.0,2019.0,Transient,1.0,1.0
5002,Mayes Patrick A,2.0,4.0,0.06027727546714888,2.0,0.00033036009250082593,0.0,2018.0,2018.0,Transient,1.0,2.0
5003,Mayoux Maud Léa,1.0,4.0,0.03013863773357444,4.0,0.00033036009250082593,0.0,2019.0,2019.0,Transient,1.0,1.0
5004,Mazzone Massimiliano,3.0,0.0,0.09041591320072333,0.0,0.00044048012333443455,9.702205359789307e-08,2021.0,2022.0,Terminator,2.0,1.5
5005,Mbofung Rina,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2022.0,2022.0,Transient,1.0,1.0
5006,Mbow Mouhamadou Lamine,1.0,0.0,0.03013863773357444,0.0,0.0016518004625041295,0.0,2021.0,2021.0,Transient,1.0,1.0
5007,Mc Gowan David Craig,2.0,0.0,0.06027727546714888,0.0,0.0005506001541680432,1.2127756699736634e-07,2020.0,2020.0,Transient,1.0,2.0
5008,Mcafee Megan S,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2021.0,2021.0,Transient,1.0,1.0
5009,Mcallister Florencia,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2020.0,2020.0,Transient,1.0,1.0
5010,Mccarthy Derrick,2.0,2.0,0.06027727546714888,1.0,0.0011012003083360864,9.94476049378404e-07,2021.0,2023.0,Continuant,3.0,0.6666666666666666
5011,Mccleland Mark Lawrence,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2021.0,2021.0,Transient,1.0,1.0
5012,Mccoon Patricia Elizabeth,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2022.0,2022.0,Transient,1.0,1.0
5013,Mccormack Stephen J,1.0,1.0,0.03013863773357444,1.0,0.0005506001541680432,0.0,2018.0,2018.0,Transient,1.0,1.0
5014,Mccourt Matthew,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2017.0,2017.0,Transient,1.0,1.0
5015,Mccourt Matthew John,1.0,2.0,0.03013863773357444,2.0,0.0009910802775024777,0.0,2018.0,2018.0,Transient,1.0,1.0
5016,Mccoy Kathleen Dora,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2020.0,2020.0,Transient,1.0,1.0
5017,Mccracken Melissa N,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2017.0,2017.0,Transient,1.0,1.0
5018,Mcculloch John Anthony,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2022.0,2022.0,Transient,1.0,1.0
5019,Mcdermott Lori,1.0,2.0,0.03013863773357444,2.0,0.00011012003083360864,0.0,2018.0,2018.0,Transient,1.0,1.0
5020,Mcdevitt Michael R,2.0,0.0,0.06027727546714888,0.0,0.0011012003083360864,7.27665401984198e-08,2019.0,2022.0,Terminator,4.0,0.5
5021,Mcdonnell Donald,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2022.0,2022.0,Transient,1.0,1.0
5022,Mcfadyen Iain,1.0,5.0,0.03013863773357444,5.0,0.0007708402158352604,0.0,2019.0,2019.0,Transient,1.0,1.0
5023,Mcgrail Daniel,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2019.0,2019.0,Transient,1.0,1.0
5024,Mcgurk Simon,1.0,0.0,0.03013863773357444,0.0,0.001211320339169695,0.0,2019.0,2019.0,Transient,1.0,1.0
5025,Mchale Anthony,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2019.0,2019.0,Transient,1.0,1.0
5026,Mckenna Kelsey,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2023.0,2023.0,Newcomer,1.0,1.0
5027,Mckeon Andrew,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2020.0,2020.0,Transient,1.0,1.0
5028,Mclaughlin Margaret Elise,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2018.0,2018.0,Transient,1.0,1.0
5029,Mcmasters Austin J,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2021.0,2021.0,Transient,1.0,1.0
5030,Mcmasters Kelly M,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2021.0,2021.0,Transient,1.0,1.0
5031,Mcnally Virginia,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2017.0,2017.0,Transient,1.0,1.0
5032,Mcneel Doug,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2017.0,2017.0,Transient,1.0,1.0
5033,Mcneel Douglas,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2022.0,2022.0,Transient,1.0,1.0
5034,Mcneel Douglas G,2.0,3.0,0.06027727546714888,1.5,0.00033036009250082593,1.2127756699736634e-08,2017.0,2019.0,Terminator,3.0,0.6666666666666666
5035,Mcquade Thomas,1.0,1.0,0.03013863773357444,1.0,0.0014315604008369124,0.0,2019.0,2019.0,Transient,1.0,1.0
5036,Mcrae Robert,1.0,2.0,0.03013863773357444,2.0,0.00011012003083360864,0.0,2022.0,2022.0,Transient,1.0,1.0
5037,Mcwhirter Sarah,1.0,1.0,0.03013863773357444,1.0,0.00011012003083360864,0.0,2019.0,2019.0,Transient,1.0,1.0
5038,Medarova Zdravka,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2019.0,2019.0,Transient,1.0,1.0
5039,Medendorp Clare,1.0,0.0,0.03013863773357444,0.0,0.001211320339169695,0.0,2019.0,2019.0,Transient,1.0,1.0
5040,Medina Jacob,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2022.0,2022.0,Transient,1.0,1.0
5041,Medley Jonathan William,4.0,0.0,0.12055455093429776,0.0,0.0026428807400066074,8.085171133157757e-09,2018.0,2022.0,Terminator,5.0,0.8
5042,Meehan Robert,2.0,0.0,0.06027727546714888,0.0,0.00044048012333443455,2.4255513399473267e-07,2019.0,2020.0,Terminator,2.0,1.0
5043,Mehl Sebastian,1.0,1.0,0.03013863773357444,1.0,0.0005506001541680432,0.0,2019.0,2019.0,Transient,1.0,1.0
5044,Mehlen Patrick,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2018.0,2018.0,Transient,1.0,1.0
5045,Mehling Matthias,2.0,1.0,0.06027727546714888,0.5,0.0005506001541680432,0.0,2016.0,2016.0,Transient,1.0,2.0
5046,Mehrmohamadi Mahya,2.0,3.0,0.06027727546714888,1.5,0.00033036009250082593,0.0,2021.0,2022.0,Terminator,2.0,1.0
5047,Mehta Anjali Pramod,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2019.0,2019.0,Transient,1.0,1.0
5048,Mehta Bhakti,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2023.0,2023.0,Newcomer,1.0,1.0
5049,Mehta Khamir,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2022.0,2022.0,Transient,1.0,1.0
5050,Mehta Nikita Piyush,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2022.0,2022.0,Transient,1.0,1.0
5051,Mehta Vimal D,3.0,0.0,0.09041591320072333,0.0,0.0007708402158352604,4.770250968563077e-07,2016.0,2019.0,Terminator,4.0,0.75
5052,Mei Desheng,1.0,3.0,0.03013863773357444,3.0,0.00044048012333443455,0.0,2017.0,2017.0,Transient,1.0,1.0
5053,Mei Fei,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2021.0,2021.0,Transient,1.0,1.0
5054,Mei Jianxun,1.0,4.0,0.03013863773357444,4.0,0.00011012003083360864,0.0,2018.0,2018.0,Transient,1.0,1.0
5055,Mei Jie,1.0,3.0,0.03013863773357444,3.0,0.00044048012333443455,0.0,2020.0,2020.0,Transient,1.0,1.0
5056,Mei Lin,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2022.0,2022.0,Transient,1.0,1.0
5057,Mei Shengsheng,2.0,0.0,0.06027727546714888,0.0,0.0005506001541680432,0.0,2021.0,2021.0,Transient,1.0,2.0
5058,Mei Song,1.0,0.0,0.03013863773357444,0.0,0.0009910802775024777,0.0,2023.0,2023.0,Newcomer,1.0,1.0
5059,Mei Xiaowei,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2023.0,2023.0,Newcomer,1.0,1.0
5060,Mei Xingxing,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2020.0,2020.0,Transient,1.0,1.0
5061,Mei Yijun,1.0,2.0,0.03013863773357444,2.0,0.00011012003083360864,0.0,2022.0,2022.0,Transient,1.0,1.0
5062,Meier-Ewert Sebastian,2.0,0.0,0.06027727546714888,0.0,0.00033036009250082593,0.0,2019.0,2019.0,Transient,1.0,2.0
5063,Meille Christophe,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2021.0,2021.0,Transient,1.0,1.0
