,Application Year,Lens ID,Applicant
2659,2021,021-110-045-215-347,Shanghai Junshi Bioscience Co Ltd
2660,2021,013-696-358-907-10X,Innovent Biologics (Suzhou) Co. Ltd.
2661,2014,185-214-477-385-298,Fudan University
2662,2022,193-621-538-345-889,Amgen Inc.
2663,2022,193-621-538-345-889,Bridgebio Services Inc.
2664,2022,193-621-538-345-889,Navire Pharma Inc.
2665,2019,032-945-299-736-200,The Us Government Represented By The Department Of Veterans Affairs
2666,2019,032-945-299-736-200,University Of California
2667,2014,086-849-069-531-09X,Bristol Myers Squibb Co.
2668,2017,080-723-749-344-894,Oishi Jun
2669,2017,080-723-749-344-894,Sun Xiangao
2670,2017,080-723-749-344-894,Li Chiang J
2671,2020,102-890-417-865-567,Wuxi People'S Hospital
2672,2022,106-165-245-573-165,Prey Based Biomedicine Suzhou Co. Ltd.
2673,2022,106-165-245-573-165,Beijing Pukang Rayleigh Medical Institute Co. Ltd.
2674,2022,106-165-245-573-165,Prey Standard Science And Tech Beijing Limited Company
2675,2020,082-744-486-055-411,Beijing Zhutian Tech Development Co. Ltd.
2676,2023,199-258-584-934-179,University Of Korea Research & Business Foundation
2677,2023,197-605-031-477-562,Modernatx Inc.
2678,2017,042-620-091-788-498,Oncopep Inc.
2679,2022,069-609-981-484-798,Genentech Inc.
2680,2022,069-609-981-484-798,Hoffmann La Roche
2681,2022,069-609-981-484-798,Hanmi Pharm Ind Co. Ltd.
2682,2021,068-118-645-679-796,Suzhou Suncadia Biopharmaceuticals Co. Ltd.
2683,2021,068-118-645-679-796,Shanghai Hengrui Pharmaceutical Co. Ltd.
2684,2021,068-118-645-679-796,Jiangsu Hengrui Medicine Co. Ltd.
2685,2017,114-295-161-093-733,Bristol Myers Squibb Co.
2686,2023,050-785-854-379-680,Humanitas Mirasole Spa
2687,2023,050-785-854-379-680,Postbiotica S R L
2688,2017,107-201-555-991-663,Zhejiang Teruisi Pharmaceutical Inc.
2689,2023,017-557-641-411-690,Tianjin Medical University General Hospital
2690,2018,183-650-270-880-062,Suzhou Suncadia Biopharmaceuticals Co. Ltd.
2691,2018,183-650-270-880-062,Shanghai Hengrui Pharmaceutical Co. Ltd.
2692,2018,183-650-270-880-062,Jiangsu Hengrui Medicine Co. Ltd.
2693,2015,023-614-283-448-260,Liaocheng City Aorun Biomedical Tech Co. Ltd.
2694,2021,007-351-064-892-466,Materia Therapeutics Inc.
2695,2021,007-351-064-892-466,University Of Cyprus
2696,2021,055-590-772-150-446,Sunshine Guojian Pharmaceutical Shanghai Co. Ltd.
2697,2022,155-159-158-393-058,Materia Therapeutics Inc.
2698,2022,155-159-158-393-058,University Of Cyprus
2699,2021,145-605-747-997-823,Beijing Joinn Biotechnology Co. Ltd.
2700,2019,114-252-429-007-673,Forrest Jr. William P
2701,2019,114-252-429-007-673,Krishnamachari Yogita
2702,2019,114-252-429-007-673,Narasimhan Chakravarthy Nachu
2703,2019,114-252-429-007-673,Merck Sharp & Dohme Corp.
2704,2017,028-371-843-949-003,Leonardi Anthony
2705,2018,076-475-103-368-825,Beijing Beyond Biotechnology Co. Ltd.
2706,2015,053-689-231-815-705,Dana-Farber Cancer Institute Inc.
2707,2022,157-048-651-950-541,Innovent Biologics (Suzhou) Co. Ltd.
2708,2023,069-039-596-354-944,Iovance Biotherapeutics Inc.
2709,2018,070-455-018-209-954,Academisch Ziekenhuis Leiden
2710,2022,107-174-212-114-545,Inserm
2711,2022,107-174-212-114-545,Institut Gustave Roussy
2712,2022,107-174-212-114-545,University Of Paris-Saclay
2713,2022,107-174-212-114-545,Everimmune
2714,2021,170-573-909-084-211,Memorial Sloan Kettering Cancer Center
2715,2020,194-793-026-641-657,Bristol Myers Squibb Co.
2716,2014,183-591-067-125-689,Immunid
2717,2016,033-120-074-640-54X,Fudan University
2718,2021,036-757-922-860-172,University Of Fuzhou
2719,2018,028-479-543-562-610,Suzhou Jiena Biotechnology Co. Ltd.
2720,2019,118-392-580-085-236,Suzhou Shengdiya Biological Medicine Co. Ltd.
2721,2019,118-392-580-085-236,Jiangsu Hengrui Medicine Co. Ltd.
2722,2019,080-718-793-232-957,Cytovation As
2723,2020,001-616-236-585-028,Genscript Nanjing Co. Ltd.
2724,2019,081-862-428-746-477,Innovent Biologics (Suzhou) Co. Ltd.
2725,2019,081-862-428-746-477,Beijing Hanmi Pharma Co. Ltd.
2726,2022,009-809-353-322-333,The Second Affiliated Hospital Of Guangzhou Medical University
2727,2018,184-144-216-232-253,Bayer Pharma Ag
2728,2018,186-167-802-397-522,University Of Colorado Regents
2729,2019,070-480-552-839-141,West Lake Biomedical Tech Hangzhou Co. Ltd.
2730,2020,041-745-524-396-063,Bayemattig Bio Share Co. Ltd.
2731,2021,150-777-956-221-345,University Of Zhejiang
2732,2016,165-506-213-175-675,Batu Biologics Inc.
2733,2023,045-704-580-434-25X,Shanghai Junshi Bioscience Co Ltd
2734,2022,076-520-751-952-560,Akeso Pharmaceuticals Inc.
2735,2023,189-297-245-474-808,Kite Pharma Inc.
2736,2019,191-836-031-227-045,Genmab As
2737,2019,109-517-310-845-004,Suzhou Shengdiya Biological Medicine Co. Ltd.
2738,2019,109-517-310-845-004,Jiangsu Hengrui Medicine Co. Ltd.
2739,2023,171-053-888-864-151,Memorial Sloan Kettering Cancer Center
2740,2023,171-053-888-864-151,Memorial Hospital For Cancer And Allied Diseases
2741,2023,171-053-888-864-151,Sloan Kettering Institute For Cancer Research
2742,2022,114-802-448-942-011,Kite Pharma Inc.
2743,2021,198-347-103-948-333,Hutchison Medipharma Ltd.
2744,2021,198-347-103-948-333,Innovent Biologics (Suzhou) Co. Ltd.
2745,2015,102-669-999-428-275,Liaocheng Aorun Biology Medicine Tech Co. Ltd.
2746,2019,166-888-383-203-483,University Of Texas
2747,2019,090-001-404-723-088,Strata Oncology Inc.
2748,2015,077-367-273-665-695,University Of California
2749,2022,080-858-211-390-942,Tron Translationale Onkologie An Der Universität Der Johannes Gutenberg Universität Mainz Gemeinnützige Gmbh
2750,2022,080-858-211-390-942,Biontech Se
2751,2021,085-132-417-193-37X,Takeda Pharmaceuticals Co.
2752,2022,047-818-320-750-991,Guangzhou Yuheng Biotechnology Co. Ltd.
2753,2022,072-119-418-746-564,Guangzhou Yuheng Biotechnology Co. Ltd.
2754,2022,029-414-256-111-875,University Of Soochow
2755,2023,178-407-416-872-006,Atoosa Corp.
2756,2022,049-739-590-361-053,Guangzhou Yuheng Biotechnology Co. Ltd.
2757,2023,095-595-227-918-126,Guangzhou Yuheng Biotechnology Co. Ltd.
2758,2020,149-024-907-093-330,Akeso Biopharma Inc.
2759,2014,131-930-612-574-699,Cognate Bioservices Inc.
2760,2014,131-930-612-574-699,Northwest Biotherapeutics
2761,2014,131-930-612-574-699,Revimmune Inc.
2762,2014,131-930-612-574-699,University Of California
2763,2015,115-424-544-494-248,Yeda Research And Development
2764,2019,135-958-974-342-676,Iomx Therapeutics Ag
2765,2021,076-299-735-748-578,Shenzhen Institute Of Advanced Technology
2766,2023,125-124-807-028-328,University Of Florida
2767,2022,059-194-132-986-30X,Guangzhou Yuheng Biotechnology Co. Ltd.
2768,2021,104-230-644-139-783,University Of South China Technology
2769,2021,157-635-076-159-572,Takeda Pharmaceuticals Co.
2770,2013,189-316-911-537-892,Sloan Kettering Institute For Cancer Research
2771,2021,121-327-743-938-06X,Hangzhou Xingao Biotechnology Co. Ltd.
2772,2020,126-797-005-884-723,Massachusetts Institute Of Technology
2773,2019,128-223-891-942-595,Shi Wei
2774,2019,128-223-891-942-595,Zhenyue Biotechnology Jiangsu Co. Ltd.
2775,2019,128-223-891-942-595,Lu Jilin
2776,2017,194-623-718-399-388,Beijing Hanmi Pharma Co. Ltd.
2777,2020,040-543-257-568-868,Rakuten Medical Inc.
2778,2023,198-186-832-044-241,Guan Xiao
2779,2020,039-106-332-344-979,Erland Zensen Scientific Company
2780,2021,113-323-274-606-338,Fudan University
2781,2022,046-170-014-410-977,"Research & Business Foundation, Sungkyunkwan University"
2782,2022,156-948-744-600-601,Prey Based Biomedicine Suzhou Co. Ltd.
2783,2022,156-948-744-600-601,Beijing Pukang Rayleigh Medical Institute Co. Ltd.
2784,2022,156-948-744-600-601,Prey Standard Science And Tech Beijing Limited Company
2785,2019,085-745-618-913-304,University Of Suzhou
2786,2023,005-617-479-775-651,Kajisa Isao
2787,2022,139-536-183-793-695,University Of Liaocheng
2788,2019,144-629-218-472-829,Zhenyue Biotechnology Jiangsu Co. Ltd.
2789,2019,080-673-947-245-51X,Merck Sharp & Dohme Corp.
2790,2021,079-143-124-001-262,Forevertek Biotechnology Co. Ltd.
2791,2021,079-143-124-001-262,Promab Biotechnologies Inc.
2792,2013,076-577-558-039-654,Bristol Myers Squibb Co.
2793,2019,076-646-730-845-444,Beijing Hanmi Pharma Co. Ltd.
2794,2017,054-399-670-050-207,Oncopep Inc.
2795,2020,156-866-199-563-198,Camuno Biotherapeutics Pty Ltd.
2796,2021,143-922-425-860-345,Synthorx Inc.
2797,2020,131-942-513-790-191,University Of Dong A Research Foundation For Industry-Academic Cooperation
2798,2020,131-942-513-790-191,University Of Dankook Cheonan Campus Industry-Academic Cooperation Foundation
2799,2016,191-580-883-848-670,Shanghai Yunshun Biotechnology Co. Ltd.
2800,2022,155-073-676-281-534,Msd International Business Gmbh
2801,2022,155-073-676-281-534,Surface Oncology Inc.
2802,2022,007-613-703-799-709,University Of California
2803,2018,037-201-198-046-462,Merck Sharp & Dohme Corp.
2804,2018,083-867-950-590-773,University Of East Carolina
2805,2022,030-177-435-595-536,Johns Hopkins University
2806,2015,054-107-847-066-291,University Of Western Australia
2807,2015,054-107-847-066-291,Telethon Kids Institute
2808,2023,059-192-718-880-909,Shanghai Junshi Bioscience Co Ltd
2809,2022,040-467-043-024-468,Bristol Myers Squibb Co.
2810,2023,181-868-147-483-677,Tianjin Medical University General Hospital
2811,2021,015-574-410-454-871,Lai Ming Tain
2812,2021,015-574-410-454-871,Obi Pharma Inc.
2813,2021,197-967-342-659-150,Gusev Alexander
2814,2021,197-967-342-659-150,Dana-Farber Cancer Institute Inc.
2815,2021,197-967-342-659-150,Choueiri Toni K
2816,2021,197-967-342-659-150,Freedman Matthew
2817,2023,116-201-469-527-81X,Memorial Sloan Kettering Cancer Center
2818,2023,116-201-469-527-81X,Memorial Hospital For Cancer And Allied Diseases
2819,2023,116-201-469-527-81X,Sloan Kettering Institute For Cancer Research
2820,2016,066-298-398-480-357,Bristol Myers Squibb Co.
2821,2019,000-279-705-395-016,Biolinerx Ltd.
2822,2023,165-733-155-661-252,Shandong Xinrui Biotechnology Co. Ltd.
2823,2020,099-113-229-415-195,Corbus Pharmaceuticals Inc.
2824,2022,103-980-127-101-708,Guangzhou Yuheng Biotechnology Co. Ltd.
2825,2021,183-528-593-597-406,Obi Pharma Inc.
2826,2019,166-464-458-420-679,University Of Western Australia
2827,2021,103-984-166-446-854,Children'S Healthcare Atlanta Inc.
2828,2021,103-984-166-446-854,Emory University
2829,2017,074-474-638-297-093,Kyowa Hakko Kirin Co. Ltd.
2830,2017,074-474-638-297-093,Bristol Myers Squibb Co.
2831,2017,074-474-638-297-093,Ono Pharmaceutical Co.
2832,2017,125-891-678-052-686,Celldex Therapeutics Inc.
2833,2017,125-891-678-052-686,Bristol Myers Squibb Co.
2834,2023,162-192-838-157-671,Guangzhou Yuheng Biotechnology Co. Ltd.
2835,2022,135-373-307-196-157,Duke University
2836,2020,008-781-213-636-463,Glaxosmithkline Ip Development Ltd.
2837,2020,008-781-213-636-463,Astrazeneca Ab
2838,2018,099-191-848-954-685,Oncopep Inc.
2839,2017,129-009-330-012-40X,Stanford University
2840,2016,185-988-700-957-877,Biodesix Inc.
2841,2022,006-557-675-373-013,Shanghai Miracogen Inc.
2842,2023,044-117-674-824-512,Alethia Biotherapeutics Inc.
2843,2019,105-332-395-976-882,University Of Zurich
2844,2021,106-660-824-928-993,Xiamen Lujia Biotechnology Co. Ltd.
2845,2021,116-329-573-076-484,University Of Michigan Regents
2846,2020,177-544-654-097-118,Suzhou Innovative Biomaterials & Pharmaceutics Co. Ltd.
2847,2019,198-109-818-233-178,Liu Huining
2848,2017,019-098-854-162-096,Shanghai Engineering Research Center For Cell Therapy Group Co. Ltd.
2849,2017,019-098-854-162-096,Shanghai Cell Therapy Research Institute
2850,2021,067-330-006-317-133,Shanghai Science And Technology University
2851,2022,019-482-942-360-46X,University Of Ningxia Medical
2852,2022,019-482-942-360-46X,University Of Guangdong Medical
2853,2015,054-232-765-098-719,Sloan Kettering Institute For Cancer Research
2854,2020,106-818-176-579-226,Ulsan University Industry-Academic Cooperation Foundation
2855,2020,106-818-176-579-226,Asan Social Welfare Foundation
2856,2020,106-818-176-579-226,Yeungnam University Industry-Academic Cooperation Foundation
2857,2020,106-818-176-579-226,Pukyong National University Industry-Academic Cooperation Foundation
2858,2022,166-480-642-298-220,Tumor Hospital In Jiangsu Province
2859,2023,002-889-080-156-752,University Of Science And Technology China
2860,2021,149-377-445-302-372,University Of Shanghai Jiaotong
2861,2018,054-660-220-068-609,Novartis Ag
2862,2022,173-138-445-843-568,Amgen Inc.
2863,2016,014-976-728-306-604,University Of Guangxi Medical
2864,2021,191-719-391-856-280,University Of Texas
2865,2021,037-341-439-696-920,Hangzhou Wisu Biotechnology Ltd Company
2866,2020,132-579-306-385-751,Genexine Inc.
2867,2019,109-175-982-798-426,Immunomedics Inc.
2868,2023,081-363-882-300-137,University Of Sichuan
2869,2018,004-685-453-644-248,Memorial Sloan Kettering Cancer Center
2870,2020,153-587-337-402-982,Cttq Akeso Shanghai Biomedical Tech Co. Ltd.
2871,2022,117-735-596-443-523,Memorial Hospital For Cancer And Allied Diseases
2872,2022,117-735-596-443-523,Memorial Sloan Kettering Cancer Center
2873,2022,117-735-596-443-523,University Of Cornell
2874,2022,117-735-596-443-523,Sloan Kettering Institute For Cancer Research
2875,2022,117-735-596-443-523,University Of Missouri
2876,2022,068-195-527-259-511,University Of Shanghai Jiaotong
2877,2021,084-117-104-250-909,University Of Zhejiang
2878,2020,177-502-086-593-926,Genentech Inc.
2879,2020,177-502-086-593-926,Biontech Se
2880,2022,026-446-346-773-378,Msd International Business Gmbh
2881,2022,026-446-346-773-378,Genmab As
2882,2022,026-446-346-773-378,Biontech Se
2883,2023,022-877-409-447-65X,Wellmarker Bio Co. Ltd.
2884,2020,088-804-232-217-337,Bristol Myers Squibb Co.
2885,2023,152-852-771-116-282,Celgene Corp.
2886,2023,152-852-771-116-282,Bristol Myers Squibb Co.
2887,2023,000-690-670-306-617,"Huashan Hospital, Fudan University"
2888,2022,097-135-854-209-068,University Of Macau
2889,2021,145-793-245-070-228,Chemfuture Pharmatech Jiangsu Ltd
2890,2019,060-495-039-629-564,Wuxi Biologics (Shanghai) Co. Ltd.
2891,2019,060-495-039-629-564,Wuxi Biologics Ireland Ltd.
2892,2022,090-124-993-054-82X,Innovent Biologics (Suzhou) Co. Ltd.
2893,2023,000-715-604-707-998,Massachusetts General Hospital
2894,2016,085-806-341-517-398,Akeso Biopharma Inc.
2895,2021,079-339-609-792-271,University Of Qingdao
2896,2017,181-269-357-034-664,Tianjin Yaochen Industrial Development Co. Ltd.
2897,2022,032-021-232-498-164,Memorial Sloan Kettering Cancer Center
2898,2021,181-512-313-736-880,Freeman Gordon J
2899,2021,181-512-313-736-880,Harvard College
2900,2020,045-838-001-388-61X,Korea Advanced Institute Of Science And Technology
2901,2018,093-526-280-956-488,University Of Guangxi Medical
2902,2022,013-567-787-815-130,Peking Union Medical College Hospital
2903,2022,177-977-550-879-370,University Of Kyushu Nat University Corp
2904,2022,177-977-550-879-370,University Of Keio
2905,2022,177-977-550-879-370,Riken
2906,2022,177-977-550-879-370,University Of Tokyo
2907,2022,018-305-911-756-521,Geovax Inc
2908,2022,018-305-911-756-521,Leidos Inc
2909,2021,099-416-007-140-032,Noahm Inc.
2910,2021,098-350-410-376-496,Affiliated Kernel Hospital Of Medical College Of Shanghai Traffic University
2911,2021,058-966-293-804-619,University Of Western Australia
2912,2021,058-966-293-804-619,Telethon Kids Institute
2913,2017,177-293-090-413-985,Onxeo
2914,2017,184-615-690-395-277,Sichuan Jiuzhang Biotech Co. Ltd
2915,2022,124-421-174-083-46X,Cureimmune Therapeutics Inc.
2916,2019,086-224-975-238-901,University Of Texas
2917,2021,051-318-740-773-94X,University Of Nanjing
2918,2021,132-268-401-395-319,Jinshan Hospital Of Fudan University Shanghai Jinshan District Nuclear Damage Emergent Curing Center Shanghai
2919,2019,193-274-119-814-771,Liu Huining
2920,2023,052-849-309-008-326,West China Hospital Sichuan University
2921,2021,049-853-101-624-748,Celgene Quanticel Research Inc
2922,2022,042-638-128-885-01X,Novocure Gmbh
2923,2020,150-649-582-602-795,Synlogic Operating Co Inc
2924,2021,133-270-736-293-305,Heada Biopharmaceutical Suzhou Co. Ltd.
2925,2022,168-834-899-274-775,Novocure Gmbh
2926,2017,196-247-402-030-53X,Lifeseq Ltd Corporation
2927,2023,057-268-289-421-784,Guangzhou Yuheng Biotechnology Co. Ltd.
2928,2010,001-903-149-373-125,Pfizer
2929,2016,193-154-824-070-740,Ucb Pharma Sa
2930,2019,120-819-552-872-12X,Modernatx Inc.
2931,2022,016-718-461-076-512,Venn Biosciences Corp
2932,2019,014-812-124-087-526,China Medical University
2933,2018,136-359-252-562-783,Intendet Services Llc
2934,2018,075-885-518-412-256,Tayu Huaxia Biotech Medical Group Co. Ltd.
2935,2021,070-106-361-355-785,University Of Texas
2936,2022,046-888-109-481-690,Bristol Myers Squibb Co.
2937,2016,028-149-636-094-236,Shenzhen Main Luck Pharmaceuticals Inc
2938,2019,070-177-315-679-541,Lifeseq Ltd Corporation
2939,2022,128-364-006-339-136,Italfarmaco Spa
2940,2022,083-595-988-664-989,Athenex Inc
2941,2022,094-874-788-389-717,Shanghai Shengdi Pharmaceutical Co. Ltd.
2942,2022,094-874-788-389-717,Jiangsu Hengrui Medicine Co. Ltd.
2943,2020,003-092-437-548-168,Millennium Pharmaceuticals Inc.
2944,2022,097-289-233-159-354,Chia Tai Tianqing Pharmaceutical Group Co. Ltd.
2945,2021,163-686-625-314-510,Jiang Tao
2946,2020,191-861-588-244-023,Keyou Gene Company
2947,2021,045-410-440-027-106,University Of Texas
2948,2019,017-746-672-539-905,Atomic Energy Of Canada Ltd / Energie Atomique Du Canada Limitee
2949,2021,106-278-774-415-366,Memorial Sloan Kettering Cancer Center
2950,2021,106-278-774-415-366,University Of Cornell
2951,2021,162-935-523-489-916,Nanjing Shengsheng Pharmacy Co Ltd
2952,2023,153-656-639-851-771,Nantomics Llc
2953,2021,044-716-441-390-121,Kyungpook National University Industry-Academic Cooperation Foundation
2954,2020,168-658-168-595-110,Innovent Biologics (Suzhou) Co. Ltd.
2955,2020,168-658-168-595-110,Shenzhen Chipscreen Biosciences Co. Ltd.
2956,2019,193-895-443-891-703,Suzhou Shengdiya Biological Medicine Co. Ltd.
2957,2019,193-895-443-891-703,Jiangsu Hengrui Medicine Co. Ltd.
2958,2023,006-923-583-925-666,Global Cancer Tech
2959,2019,023-189-801-186-498,Molecular Templates Inc
2960,2016,103-954-193-680-788,Seattle Genetics Inc.
2961,2018,061-750-182-332-212,Medimmune Llc
2962,2021,134-816-265-974-646,University Of Guangzhou Medical
2963,2021,030-972-222-552-519,Xia Jianchuan
2964,2023,038-284-480-080-894,University Of China Pharma
2965,2022,042-532-920-478-05X,University Of Dalian Technology
2966,2023,006-146-045-985-799,University Of China Pharma
2967,2021,199-259-916-244-938,Act Therapeutics Ltd
2968,2022,198-034-819-475-626,Shanghai Dunhui Medical Tech Development Co Ltd
2969,2022,181-882-792-245-904,University Of California
2970,2021,101-263-419-454-025,Jinshan Hospital Of Fudan University Shanghai Jinshan District Nuclear Damage Emergent Curing Center Shanghai
2971,2017,031-146-850-619-755,University Of Guangxi Medical
2972,2022,035-210-758-118-172,"Shandong First Medical University, Affiliated Provincial Hospital, Shandong Province Hospital"
2973,2023,083-383-042-041-196,Guangdong General Hospital
2974,2011,050-935-367-933-809,Medarex Inc.
2975,2011,050-935-367-933-809,Ono Pharmaceutical Co.
2976,2022,175-400-860-564-885,Tukey David
2977,2018,034-305-088-733-795,Debiopharm International Sa
2978,2016,092-879-277-470-644,Institut Gustave Roussy
2979,2015,104-723-535-724-452,Institut Gustave Roussy
2980,2022,054-424-774-155-806,Msd International Business Gmbh
2981,2022,054-424-774-155-806,Synthorx Inc.
2982,2021,150-550-825-617-407,Chia Tai Tianqing Pharmaceutical Group Co. Ltd.
2983,2013,171-527-055-467-102,Momenta Pharmaceuticals Inc
2984,2022,102-259-641-639-252,Changzhou Zhongke Life Science And Tech Co Ltd
